# IDs, i, j, k, m, r, m200, r200, m180, r180
5.840204923700000000e+10 3.481000000000000000e+03 1.360000000000000000e+02 3.285000000000000000e+03 1.787160000000000000e+12 1.100000000000000000e+01 1.341496049602740820e+13 1.400000000000000000e+01 1.826662448214263281e+13 2.300000000000000000e+01
4.471623349700000000e+10 2.665000000000000000e+03 1.209000000000000000e+03 7.930000000000000000e+02 1.787680000000000000e+12 1.200000000000000000e+01 1.242224715912477539e+13 1.300000000000000000e+01 1.643503782674416211e+13 2.200000000000000000e+01
9.849048470000000000e+08 5.800000000000000000e+01 2.887000000000000000e+03 1.167000000000000000e+03 1.799430000000000000e+12 1.200000000000000000e+01 8.768743174394891602e+12 1.200000000000000000e+01 1.533949950069554688e+13 2.200000000000000000e+01
3.211405668000000000e+09 1.910000000000000000e+02 1.698000000000000000e+03 2.404000000000000000e+03 1.816290000000000000e+12 1.300000000000000000e+01 1.083510873007061523e+13 1.300000000000000000e+01 1.801242249971067188e+13 2.300000000000000000e+01
5.549274224900000000e+10 3.307000000000000000e+03 2.560000000000000000e+03 3.177000000000000000e+03 1.826200000000000000e+12 1.100000000000000000e+01 1.428761858015728320e+13 1.400000000000000000e+01 1.700548749892295312e+13 2.300000000000000000e+01
2.693594004800000000e+10 1.605000000000000000e+03 2.077000000000000000e+03 9.760000000000000000e+02 1.837560000000000000e+12 1.200000000000000000e+01 1.178893279928567578e+13 1.300000000000000000e+01 1.871315255282551562e+13 2.300000000000000000e+01
1.595214585000000000e+10 9.500000000000000000e+02 3.366000000000000000e+03 3.514000000000000000e+03 1.842510000000000000e+12 1.300000000000000000e+01 1.124212074100660742e+13 1.300000000000000000e+01 1.619704919016612305e+13 2.200000000000000000e+01
5.504450476800000000e+10 3.280000000000000000e+03 3.719000000000000000e+03 3.264000000000000000e+03 1.852580000000000000e+12 1.200000000000000000e+01 1.253234845296476953e+13 1.300000000000000000e+01 1.848182214029640234e+13 2.300000000000000000e+01
2.746962956100000000e+10 1.637000000000000000e+03 1.300000000000000000e+03 2.169000000000000000e+03 1.853130000000000000e+12 1.300000000000000000e+01 1.242351224277380469e+13 1.300000000000000000e+01 1.792411908236069531e+13 2.300000000000000000e+01
9.710167349000000000e+09 5.780000000000000000e+02 3.158000000000000000e+03 1.333000000000000000e+03 1.853560000000000000e+12 1.300000000000000000e+01 1.242130189798532031e+13 1.300000000000000000e+01 1.757078355989349414e+13 2.300000000000000000e+01
2.317146358500000000e+10 1.381000000000000000e+03 5.190000000000000000e+02 2.465000000000000000e+03 1.855430000000000000e+12 1.300000000000000000e+01 1.265953882520780664e+13 1.300000000000000000e+01 1.820237690155535547e+13 2.300000000000000000e+01
6.006317174300000000e+10 3.580000000000000000e+03 1.800000000000000000e+02 1.183000000000000000e+03 1.857170000000000000e+12 1.300000000000000000e+01 6.089106379819668945e+12 1.100000000000000000e+01 1.778174073338396875e+13 2.300000000000000000e+01
4.833562954800000000e+10 2.881000000000000000e+03 1.140000000000000000e+02 3.308000000000000000e+03 1.864870000000000000e+12 1.300000000000000000e+01 8.583121097921085938e+12 1.200000000000000000e+01 1.405952812871948242e+13 2.100000000000000000e+01
2.610602773200000000e+10 1.556000000000000000e+03 1.650000000000000000e+02 3.796000000000000000e+03 1.869140000000000000e+12 1.400000000000000000e+01 8.164401506701440430e+12 1.200000000000000000e+01 1.798856684468576562e+13 2.300000000000000000e+01
2.666030243800000000e+10 1.589000000000000000e+03 3.180000000000000000e+02 3.686000000000000000e+03 1.871900000000000000e+12 1.200000000000000000e+01 1.176287310280763086e+13 1.300000000000000000e+01 1.863336770145534375e+13 2.300000000000000000e+01
7.267569070000000000e+09 4.330000000000000000e+02 7.400000000000000000e+02 3.502000000000000000e+03 1.890810000000000000e+12 1.200000000000000000e+01 1.415234608305886914e+13 1.400000000000000000e+01 1.871208886410038281e+13 2.300000000000000000e+01
4.329082083200000000e+10 2.580000000000000000e+03 1.368000000000000000e+03 2.240000000000000000e+02 1.892910000000000000e+12 1.300000000000000000e+01 1.272572247063919531e+13 1.300000000000000000e+01 1.858321062725889062e+13 2.300000000000000000e+01
4.635523983300000000e+10 2.762000000000000000e+03 4.045000000000000000e+03 9.210000000000000000e+02 1.906720000000000000e+12 1.200000000000000000e+01 1.173866549881571680e+13 1.300000000000000000e+01 1.832533861973967188e+13 2.300000000000000000e+01
1.839936793100000000e+10 1.096000000000000000e+03 2.817000000000000000e+03 7.630000000000000000e+02 1.908820000000000000e+12 1.300000000000000000e+01 1.229993257378256445e+13 1.300000000000000000e+01 1.875662097731996484e+13 2.300000000000000000e+01
3.660641072500000000e+10 2.181000000000000000e+03 3.735000000000000000e+03 4.069000000000000000e+03 1.916360000000000000e+12 1.300000000000000000e+01 1.454601668934639844e+13 1.400000000000000000e+01 1.888886765130393359e+13 2.300000000000000000e+01
6.453816818900000000e+10 3.846000000000000000e+03 3.172000000000000000e+03 2.941000000000000000e+03 1.924780000000000000e+12 1.300000000000000000e+01 1.399378170224798242e+13 1.400000000000000000e+01 1.887760544136551172e+13 2.300000000000000000e+01
3.911815066400000000e+10 2.331000000000000000e+03 2.553000000000000000e+03 3.080000000000000000e+03 1.929190000000000000e+12 1.300000000000000000e+01 1.394590572966754297e+13 1.400000000000000000e+01 1.857030712467557812e+13 2.300000000000000000e+01
7.914950002000000000e+09 4.710000000000000000e+02 3.144000000000000000e+03 3.442000000000000000e+03 1.937940000000000000e+12 1.300000000000000000e+01 6.491452775515638672e+12 1.100000000000000000e+01 1.023898556735399414e+13 1.900000000000000000e+01
8.362024882000000000e+09 4.980000000000000000e+02 1.701000000000000000e+03 4.018000000000000000e+03 1.940030000000000000e+12 1.300000000000000000e+01 1.216850792353056445e+13 1.300000000000000000e+01 1.896886345954188672e+13 2.300000000000000000e+01
9.106448650000000000e+08 5.400000000000000000e+01 1.141000000000000000e+03 1.665000000000000000e+03 1.944820000000000000e+12 1.300000000000000000e+01 1.359925265824394141e+13 1.400000000000000000e+01 1.882403681387580469e+13 2.300000000000000000e+01
3.311322503500000000e+10 1.973000000000000000e+03 2.875000000000000000e+03 1.867000000000000000e+03 1.945080000000000000e+12 1.200000000000000000e+01 1.382549525458253320e+13 1.400000000000000000e+01 1.872560229720240625e+13 2.300000000000000000e+01
2.400327668300000000e+10 1.430000000000000000e+03 2.894000000000000000e+03 3.979000000000000000e+03 1.946010000000000000e+12 1.200000000000000000e+01 1.205899464161745508e+13 1.300000000000000000e+01 1.827107818888675781e+13 2.300000000000000000e+01
3.700057916000000000e+09 2.200000000000000000e+02 2.214000000000000000e+03 1.852000000000000000e+03 1.954370000000000000e+12 1.200000000000000000e+01 1.406117576959616992e+13 1.400000000000000000e+01 2.007432257337268750e+13 2.400000000000000000e+01
1.233277043300000000e+10 7.350000000000000000e+02 3.700000000000000000e+02 1.153000000000000000e+03 1.961760000000000000e+12 1.400000000000000000e+01 1.218604861447495312e+13 1.300000000000000000e+01 1.953397178783681250e+13 2.400000000000000000e+01
5.813299560000000000e+08 3.400000000000000000e+01 2.662000000000000000e+03 1.060000000000000000e+03 1.975360000000000000e+12 1.300000000000000000e+01 1.170019703401087109e+13 1.300000000000000000e+01 1.893761554013382422e+13 2.300000000000000000e+01
5.708159385100000000e+10 3.402000000000000000e+03 1.343000000000000000e+03 4.091000000000000000e+03 1.976240000000000000e+12 1.200000000000000000e+01 1.545561749343691211e+13 1.400000000000000000e+01 2.371341650331912891e+13 2.500000000000000000e+01
5.660891686400000000e+10 3.374000000000000000e+03 6.320000000000000000e+02 1.408000000000000000e+03 1.977380000000000000e+12 1.200000000000000000e+01 1.496436830624851562e+13 1.400000000000000000e+01 1.966109947879462109e+13 2.400000000000000000e+01
5.849304914500000000e+10 3.486000000000000000e+03 1.873000000000000000e+03 2.361000000000000000e+03 1.988300000000000000e+12 1.200000000000000000e+01 1.397764878835081250e+13 1.400000000000000000e+01 1.975324028109823828e+13 2.400000000000000000e+01
1.596845814000000000e+10 9.510000000000000000e+02 3.253000000000000000e+03 1.436000000000000000e+03 1.994660000000000000e+12 1.300000000000000000e+01 7.570408534135059570e+12 1.100000000000000000e+01 1.786268058706095703e+13 2.300000000000000000e+01
6.179694862500000000e+10 3.683000000000000000e+03 1.577000000000000000e+03 2.705000000000000000e+03 1.997990000000000000e+12 1.300000000000000000e+01 1.395548189453835352e+13 1.400000000000000000e+01 1.885760738241947266e+13 2.300000000000000000e+01
7.545409348000000000e+09 4.490000000000000000e+02 3.036000000000000000e+03 3.908000000000000000e+03 2.008880000000000000e+12 1.200000000000000000e+01 1.465823787312163086e+13 1.400000000000000000e+01 2.082762711050042578e+13 2.400000000000000000e+01
5.285221106000000000e+09 3.150000000000000000e+02 9.700000000000000000e+01 7.540000000000000000e+02 2.015340000000000000e+12 1.200000000000000000e+01 1.366185529353365625e+13 1.400000000000000000e+01 2.140264316473795312e+13 2.400000000000000000e+01
7.069442998000000000e+09 4.210000000000000000e+02 1.522000000000000000e+03 9.500000000000000000e+02 2.019670000000000000e+12 1.400000000000000000e+01 1.401761264045543164e+13 1.400000000000000000e+01 2.070543842957724219e+13 2.400000000000000000e+01
4.683217424600000000e+10 2.791000000000000000e+03 1.700000000000000000e+03 1.190000000000000000e+03 2.042900000000000000e+12 1.300000000000000000e+01 1.448023639281006641e+13 1.400000000000000000e+01 2.024218829014572656e+13 2.400000000000000000e+01
6.710018403200000000e+10 3.999000000000000000e+03 1.976000000000000000e+03 3.552000000000000000e+03 2.045190000000000000e+12 1.400000000000000000e+01 9.529839887372056641e+12 1.200000000000000000e+01 1.866614276749983984e+13 2.300000000000000000e+01
6.044699710400000000e+10 3.602000000000000000e+03 3.775000000000000000e+03 2.672000000000000000e+03 2.056330000000000000e+12 1.200000000000000000e+01 1.144441067886004883e+13 1.300000000000000000e+01 1.890521337888064062e+13 2.300000000000000000e+01
4.928159057900000000e+10 2.937000000000000000e+03 1.686000000000000000e+03 1.331000000000000000e+03 2.060090000000000000e+12 1.300000000000000000e+01 7.061564574483634766e+12 1.100000000000000000e+01 1.368031106690814453e+13 2.100000000000000000e+01
6.548083023200000000e+10 3.902000000000000000e+03 3.938000000000000000e+03 3.352000000000000000e+03 2.069520000000000000e+12 1.200000000000000000e+01 1.478878042964401172e+13 1.400000000000000000e+01 1.900646785241343359e+13 2.300000000000000000e+01
6.370436785300000000e+10 3.797000000000000000e+03 3.120000000000000000e+02 7.490000000000000000e+02 2.069600000000000000e+12 1.200000000000000000e+01 1.154385217919215430e+13 1.300000000000000000e+01 1.838771069828037109e+13 2.300000000000000000e+01
2.281758315100000000e+10 1.360000000000000000e+03 1.390000000000000000e+02 4.700000000000000000e+01 2.075540000000000000e+12 1.300000000000000000e+01 1.515620374364282227e+13 1.400000000000000000e+01 2.217160429684298828e+13 2.500000000000000000e+01
2.175024490000000000e+10 1.296000000000000000e+03 1.702000000000000000e+03 1.572000000000000000e+03 2.077970000000000000e+12 1.300000000000000000e+01 1.182376325600833789e+13 1.300000000000000000e+01 2.008663374392314453e+13 2.400000000000000000e+01
2.563110453400000000e+10 1.527000000000000000e+03 3.001000000000000000e+03 3.606000000000000000e+03 2.080220000000000000e+12 1.300000000000000000e+01 1.525550685213033789e+13 1.400000000000000000e+01 2.081671631931559375e+13 2.400000000000000000e+01
1.933728457100000000e+10 1.152000000000000000e+03 2.424000000000000000e+03 3.035000000000000000e+03 2.082230000000000000e+12 1.300000000000000000e+01 1.488056918021517383e+13 1.400000000000000000e+01 2.022660238950946875e+13 2.400000000000000000e+01
3.458000703000000000e+09 2.060000000000000000e+02 4.620000000000000000e+02 1.855000000000000000e+03 2.082230000000000000e+12 1.300000000000000000e+01 6.174468067012864258e+12 1.100000000000000000e+01 1.002643133755130273e+13 1.900000000000000000e+01
4.823623140500000000e+10 2.875000000000000000e+03 4.230000000000000000e+02 2.797000000000000000e+03 2.082680000000000000e+12 1.200000000000000000e+01 3.278524621830195801e+12 1.000000000000000000e+01 7.274163398685551758e+12 1.700000000000000000e+01
1.772928363900000000e+10 1.056000000000000000e+03 3.062000000000000000e+03 1.591000000000000000e+03 2.084570000000000000e+12 1.300000000000000000e+01 3.746061291897372559e+12 1.100000000000000000e+01 1.618950898712994727e+13 2.200000000000000000e+01
1.260462262900000000e+10 7.510000000000000000e+02 1.204000000000000000e+03 1.829000000000000000e+03 2.090200000000000000e+12 1.300000000000000000e+01 1.083335170550575195e+13 1.300000000000000000e+01 2.065431725427864844e+13 2.400000000000000000e+01
3.749540128000000000e+09 2.230000000000000000e+02 2.007000000000000000e+03 2.880000000000000000e+02 2.093390000000000000e+12 1.400000000000000000e+01 1.363377617687780859e+13 1.400000000000000000e+01 2.045091703243486719e+13 2.400000000000000000e+01
6.284591780100000000e+10 3.745000000000000000e+03 3.721000000000000000e+03 2.665000000000000000e+03 2.093820000000000000e+12 1.200000000000000000e+01 1.369739637585721680e+13 1.400000000000000000e+01 1.993859746275333203e+13 2.400000000000000000e+01
5.330440229200000000e+10 3.177000000000000000e+03 7.780000000000000000e+02 3.720000000000000000e+02 2.105030000000000000e+12 1.400000000000000000e+01 7.267479285663159180e+12 1.200000000000000000e+01 1.056284178231785547e+13 1.900000000000000000e+01
4.031906996000000000e+09 2.400000000000000000e+02 1.312000000000000000e+03 1.204000000000000000e+03 2.109950000000000000e+12 1.300000000000000000e+01 1.554532182726251562e+13 1.400000000000000000e+01 2.114265740383448828e+13 2.400000000000000000e+01
5.872449403100000000e+10 3.500000000000000000e+03 1.034000000000000000e+03 2.767000000000000000e+03 2.114590000000000000e+12 1.300000000000000000e+01 1.501557841420655859e+13 1.400000000000000000e+01 2.251726005382954297e+13 2.500000000000000000e+01
5.869685260900000000e+10 3.498000000000000000e+03 2.478000000000000000e+03 1.153000000000000000e+03 2.125600000000000000e+12 1.400000000000000000e+01 9.464279101373271484e+12 1.200000000000000000e+01 1.587885118658088672e+13 2.200000000000000000e+01
5.731753511200000000e+10 3.416000000000000000e+03 1.602000000000000000e+03 3.464000000000000000e+03 2.126400000000000000e+12 1.300000000000000000e+01 9.120771994301998047e+12 1.200000000000000000e+01 1.978679975761550781e+13 2.400000000000000000e+01
4.691032731300000000e+10 2.796000000000000000e+03 3.000000000000000000e+02 2.577000000000000000e+03 2.131000000000000000e+12 1.300000000000000000e+01 1.518921207927469531e+13 1.400000000000000000e+01 2.155381338926519141e+13 2.400000000000000000e+01
2.408867891800000000e+10 1.435000000000000000e+03 3.265000000000000000e+03 5.180000000000000000e+02 2.145440000000000000e+12 1.200000000000000000e+01 1.544937532770613086e+13 1.400000000000000000e+01 2.086758334219114844e+13 2.400000000000000000e+01
6.776482231300000000e+10 4.039000000000000000e+03 4.020000000000000000e+02 2.970000000000000000e+02 2.145610000000000000e+12 1.300000000000000000e+01 1.551029342719540625e+13 1.400000000000000000e+01 2.130050548553042188e+13 2.400000000000000000e+01
5.310165506600000000e+10 3.165000000000000000e+03 4.310000000000000000e+02 1.050000000000000000e+03 2.150530000000000000e+12 1.300000000000000000e+01 9.941341683005779297e+12 1.200000000000000000e+01 1.980977843827563281e+13 2.400000000000000000e+01
2.405014528000000000e+09 1.430000000000000000e+02 1.433000000000000000e+03 3.072000000000000000e+03 2.155090000000000000e+12 1.300000000000000000e+01 1.403207744551808008e+13 1.400000000000000000e+01 2.033762610602500391e+13 2.400000000000000000e+01
1.841856670800000000e+10 1.097000000000000000e+03 3.408000000000000000e+03 1.588000000000000000e+03 2.162170000000000000e+12 1.200000000000000000e+01 1.549515532027038477e+13 1.400000000000000000e+01 2.159167842567171875e+13 2.400000000000000000e+01
2.204343150000000000e+09 1.310000000000000000e+02 1.593000000000000000e+03 2.926000000000000000e+03 2.162840000000000000e+12 1.200000000000000000e+01 1.562692022676780273e+13 1.400000000000000000e+01 2.056514401101709766e+13 2.400000000000000000e+01
7.361222150000000000e+09 4.380000000000000000e+02 3.125000000000000000e+03 1.542000000000000000e+03 2.169460000000000000e+12 1.300000000000000000e+01 1.216445533666706836e+13 1.300000000000000000e+01 2.039929055439072656e+13 2.400000000000000000e+01
6.350706733200000000e+10 3.785000000000000000e+03 1.295000000000000000e+03 4.520000000000000000e+02 2.173070000000000000e+12 1.400000000000000000e+01 1.541320769666113672e+13 1.400000000000000000e+01 2.295886984403292578e+13 2.500000000000000000e+01
4.868939636000000000e+10 2.902000000000000000e+03 4.670000000000000000e+02 2.696000000000000000e+03 2.173790000000000000e+12 1.300000000000000000e+01 1.534912828162524219e+13 1.400000000000000000e+01 2.258321020072822656e+13 2.500000000000000000e+01
5.164432351700000000e+10 3.078000000000000000e+03 9.890000000000000000e+02 1.725000000000000000e+03 2.175570000000000000e+12 1.400000000000000000e+01 1.509989856547504492e+13 1.400000000000000000e+01 2.072041724031345312e+13 2.400000000000000000e+01
5.226473481900000000e+10 3.115000000000000000e+03 9.050000000000000000e+02 9.900000000000000000e+01 2.175720000000000000e+12 1.400000000000000000e+01 1.467679396650397656e+13 1.400000000000000000e+01 2.112148107894785547e+13 2.400000000000000000e+01
1.148005471100000000e+10 6.840000000000000000e+02 1.083000000000000000e+03 2.999000000000000000e+03 2.177850000000000000e+12 1.300000000000000000e+01 1.564608167991576367e+13 1.400000000000000000e+01 2.131023797652311719e+13 2.400000000000000000e+01
6.564606254200000000e+10 3.912000000000000000e+03 3.318000000000000000e+03 3.022000000000000000e+03 2.179500000000000000e+12 1.200000000000000000e+01 1.531868656531667383e+13 1.400000000000000000e+01 2.253783379231779297e+13 2.500000000000000000e+01
2.560298951200000000e+10 1.526000000000000000e+03 2.330000000000000000e+02 3.528000000000000000e+03 2.182450000000000000e+12 1.300000000000000000e+01 9.378635961750919922e+12 1.200000000000000000e+01 2.111066828242563281e+13 2.400000000000000000e+01
3.988695728300000000e+10 2.377000000000000000e+03 1.834000000000000000e+03 2.787000000000000000e+03 2.183350000000000000e+12 1.200000000000000000e+01 1.538282815211928516e+13 1.400000000000000000e+01 2.216619196027116797e+13 2.500000000000000000e+01
1.372021605700000000e+10 8.170000000000000000e+02 3.230000000000000000e+03 5.050000000000000000e+02 2.197510000000000000e+12 1.300000000000000000e+01 7.471346367581875977e+12 1.100000000000000000e+01 1.210859695547709570e+13 2.000000000000000000e+01
6.238859117600000000e+10 3.718000000000000000e+03 2.661000000000000000e+03 2.632000000000000000e+03 2.213540000000000000e+12 1.300000000000000000e+01 1.506989270073876562e+13 1.400000000000000000e+01 2.275186102079104297e+13 2.500000000000000000e+01
2.932671768200000000e+10 1.748000000000000000e+03 3.500000000000000000e+01 7.540000000000000000e+02 2.216730000000000000e+12 1.400000000000000000e+01 1.192559222104665430e+13 1.300000000000000000e+01 2.003018048194019141e+13 2.400000000000000000e+01
2.259350309300000000e+10 1.346000000000000000e+03 2.775000000000000000e+03 3.957000000000000000e+03 2.226020000000000000e+12 1.400000000000000000e+01 5.661797574824310547e+12 1.200000000000000000e+01 7.196547233271504883e+12 1.700000000000000000e+01
6.196386262200000000e+10 3.693000000000000000e+03 1.368000000000000000e+03 6.060000000000000000e+02 2.236430000000000000e+12 1.400000000000000000e+01 1.381416114191458594e+13 1.400000000000000000e+01 2.327635839710276562e+13 2.500000000000000000e+01
2.217460693600000000e+10 1.321000000000000000e+03 2.906000000000000000e+03 1.624000000000000000e+03 2.247550000000000000e+12 1.300000000000000000e+01 1.550628055458769336e+13 1.400000000000000000e+01 2.304009514925206641e+13 2.500000000000000000e+01
3.782557611300000000e+10 2.254000000000000000e+03 2.375000000000000000e+03 3.249000000000000000e+03 2.253360000000000000e+12 1.400000000000000000e+01 1.453614322827747070e+13 1.400000000000000000e+01 2.144863553900898047e+13 2.400000000000000000e+01
5.382739298200000000e+10 3.208000000000000000e+03 1.485000000000000000e+03 1.494000000000000000e+03 2.254220000000000000e+12 1.300000000000000000e+01 1.209415493092215625e+13 1.300000000000000000e+01 2.212240366701536328e+13 2.500000000000000000e+01
2.291667897600000000e+10 1.365000000000000000e+03 3.852000000000000000e+03 1.344000000000000000e+03 2.258260000000000000e+12 1.400000000000000000e+01 1.388645858779610742e+13 1.400000000000000000e+01 2.129932569468790625e+13 2.400000000000000000e+01
1.872259453600000000e+10 1.115000000000000000e+03 3.905000000000000000e+03 3.816000000000000000e+03 2.259140000000000000e+12 1.300000000000000000e+01 1.586398591106333203e+13 1.400000000000000000e+01 2.161395349855305469e+13 2.400000000000000000e+01
7.327215010000000000e+09 4.360000000000000000e+02 3.014000000000000000e+03 3.490000000000000000e+03 2.267160000000000000e+12 1.300000000000000000e+01 1.459562547903316797e+13 1.400000000000000000e+01 2.069227982775278125e+13 2.400000000000000000e+01
1.070432575500000000e+10 6.380000000000000000e+02 1.120000000000000000e+02 3.195000000000000000e+03 2.280500000000000000e+12 1.400000000000000000e+01 1.561454630822235352e+13 1.400000000000000000e+01 2.251069676439805859e+13 2.500000000000000000e+01
2.403378686000000000e+10 1.432000000000000000e+03 2.151000000000000000e+03 3.052000000000000000e+03 2.280590000000000000e+12 1.300000000000000000e+01 1.479661756345497266e+13 1.400000000000000000e+01 2.122346260039495312e+13 2.400000000000000000e+01
6.230750710600000000e+10 3.713000000000000000e+03 3.345000000000000000e+03 2.978000000000000000e+03 2.285380000000000000e+12 1.200000000000000000e+01 1.487315588767853320e+13 1.400000000000000000e+01 2.203546888361849219e+13 2.500000000000000000e+01
2.409140618700000000e+10 1.435000000000000000e+03 3.930000000000000000e+03 3.947000000000000000e+03 2.307660000000000000e+12 1.200000000000000000e+01 1.738742108353077344e+13 1.500000000000000000e+01 2.207792202715892188e+13 2.500000000000000000e+01
4.228511092400000000e+10 2.520000000000000000e+03 1.593000000000000000e+03 1.676000000000000000e+03 2.312100000000000000e+12 1.300000000000000000e+01 1.713125682710586133e+13 1.500000000000000000e+01 2.357029294374251953e+13 2.500000000000000000e+01
6.711947388000000000e+09 4.000000000000000000e+02 2.590000000000000000e+02 1.240000000000000000e+02 2.313460000000000000e+12 1.500000000000000000e+01 1.388425266417246484e+13 1.400000000000000000e+01 2.297582309314896875e+13 2.500000000000000000e+01
5.125313541100000000e+10 3.054000000000000000e+03 3.788000000000000000e+03 2.099000000000000000e+03 2.319600000000000000e+12 1.400000000000000000e+01 1.271062143983276562e+13 1.300000000000000000e+01 2.139525568865613672e+13 2.400000000000000000e+01
1.219431822700000000e+10 7.260000000000000000e+02 3.432000000000000000e+03 1.939000000000000000e+03 2.319940000000000000e+12 1.400000000000000000e+01 1.583583893518799414e+13 1.400000000000000000e+01 2.526304236682898828e+13 2.600000000000000000e+01
6.889744161000000000e+09 4.100000000000000000e+02 2.706000000000000000e+03 1.825000000000000000e+03 2.337070000000000000e+12 1.200000000000000000e+01 1.245824701375518750e+13 1.300000000000000000e+01 1.797139806554362891e+13 2.300000000000000000e+01
4.887125439800000000e+10 2.912000000000000000e+03 3.906000000000000000e+03 2.430000000000000000e+03 2.346820000000000000e+12 1.500000000000000000e+01 1.519506476515796484e+13 1.400000000000000000e+01 2.292380059968061328e+13 2.500000000000000000e+01
3.965501960300000000e+10 2.363000000000000000e+03 2.553000000000000000e+03 1.107000000000000000e+03 2.350360000000000000e+12 1.300000000000000000e+01 1.719426864400804492e+13 1.500000000000000000e+01 2.242975486510488281e+13 2.500000000000000000e+01
6.917600113000000000e+09 4.120000000000000000e+02 1.315000000000000000e+03 8.810000000000000000e+02 2.352430000000000000e+12 1.300000000000000000e+01 1.713383088442302344e+13 1.500000000000000000e+01 2.221233957855086328e+13 2.500000000000000000e+01
3.696563293000000000e+09 2.200000000000000000e+02 1.361000000000000000e+03 1.117000000000000000e+03 2.367130000000000000e+12 1.300000000000000000e+01 1.697282245823993164e+13 1.500000000000000000e+01 2.274153963544811719e+13 2.500000000000000000e+01
3.135082772000000000e+09 1.860000000000000000e+02 3.545000000000000000e+03 2.760000000000000000e+02 2.368070000000000000e+12 1.400000000000000000e+01 1.712873273020816992e+13 1.500000000000000000e+01 2.255349247440924609e+13 2.500000000000000000e+01
5.033036035700000000e+10 2.999000000000000000e+03 3.781000000000000000e+03 2.597000000000000000e+03 2.369110000000000000e+12 1.400000000000000000e+01 1.569101499481829883e+13 1.400000000000000000e+01 2.296806489668194141e+13 2.500000000000000000e+01
3.011095149200000000e+10 1.794000000000000000e+03 3.082000000000000000e+03 2.116000000000000000e+03 2.370080000000000000e+12 1.400000000000000000e+01 1.692638846528202539e+13 1.500000000000000000e+01 2.157781378249506250e+13 2.400000000000000000e+01
1.891782477100000000e+10 1.127000000000000000e+03 2.417000000000000000e+03 2.307000000000000000e+03 2.371840000000000000e+12 1.400000000000000000e+01 8.287618225189316406e+12 1.200000000000000000e+01 1.208462135962357422e+13 2.000000000000000000e+01
5.236465406800000000e+10 3.121000000000000000e+03 7.230000000000000000e+02 1.524000000000000000e+03 2.379000000000000000e+12 1.400000000000000000e+01 1.724884924435321289e+13 1.500000000000000000e+01 2.347085671447671875e+13 2.500000000000000000e+01
4.950317173300000000e+10 2.950000000000000000e+03 2.535000000000000000e+03 1.173000000000000000e+03 2.383750000000000000e+12 1.400000000000000000e+01 1.699017463757746484e+13 1.500000000000000000e+01 2.271540445195115234e+13 2.500000000000000000e+01
1.793076070000000000e+08 1.000000000000000000e+01 2.816000000000000000e+03 1.111000000000000000e+03 2.384690000000000000e+12 1.400000000000000000e+01 1.688180082686329102e+13 1.500000000000000000e+01 2.352523786276235938e+13 2.500000000000000000e+01
2.160698507800000000e+10 1.287000000000000000e+03 3.590000000000000000e+03 3.446000000000000000e+03 2.398510000000000000e+12 1.400000000000000000e+01 1.717587482414391797e+13 1.500000000000000000e+01 2.386642173750701953e+13 2.500000000000000000e+01
1.973314694000000000e+09 1.170000000000000000e+02 2.534000000000000000e+03 1.158000000000000000e+03 2.403170000000000000e+12 1.200000000000000000e+01 1.704564218572657422e+13 1.500000000000000000e+01 2.312764911351500391e+13 2.500000000000000000e+01
6.658755858100000000e+10 3.968000000000000000e+03 3.800000000000000000e+03 6.930000000000000000e+02 2.405260000000000000e+12 1.400000000000000000e+01 1.695963115850359766e+13 1.500000000000000000e+01 2.443073180875209375e+13 2.500000000000000000e+01
2.513337376000000000e+09 1.490000000000000000e+02 3.303000000000000000e+03 3.104000000000000000e+03 2.407100000000000000e+12 1.400000000000000000e+01 1.405391888719069727e+13 1.400000000000000000e+01 2.320198365126822266e+13 2.500000000000000000e+01
7.114393002000000000e+09 4.240000000000000000e+02 2.080000000000000000e+02 1.450000000000000000e+03 2.408300000000000000e+12 1.400000000000000000e+01 1.701642785636232617e+13 1.500000000000000000e+01 2.345692270656010156e+13 2.500000000000000000e+01
5.075083787900000000e+10 3.024000000000000000e+03 4.037000000000000000e+03 1.143000000000000000e+03 2.408930000000000000e+12 1.400000000000000000e+01 1.103946057624956445e+13 1.300000000000000000e+01 1.805940138177920312e+13 2.300000000000000000e+01
4.807072050800000000e+10 2.865000000000000000e+03 9.750000000000000000e+02 3.068000000000000000e+03 2.416770000000000000e+12 1.400000000000000000e+01 1.769477666816615234e+13 1.500000000000000000e+01 2.400126302075129688e+13 2.500000000000000000e+01
9.401697258000000000e+09 5.600000000000000000e+02 1.576000000000000000e+03 1.002000000000000000e+03 2.430540000000000000e+12 1.500000000000000000e+01 1.450691569162623633e+13 1.400000000000000000e+01 2.532216902886183984e+13 2.600000000000000000e+01
2.423749441000000000e+10 1.444000000000000000e+03 2.733000000000000000e+03 1.380000000000000000e+02 2.432680000000000000e+12 1.400000000000000000e+01 1.786909117101162500e+13 1.500000000000000000e+01 2.534036365642213672e+13 2.600000000000000000e+01
2.145589814700000000e+10 1.278000000000000000e+03 3.568000000000000000e+03 1.571000000000000000e+03 2.439550000000000000e+12 1.400000000000000000e+01 5.863001312628932617e+12 1.200000000000000000e+01 8.482177990883650391e+12 1.800000000000000000e+01
